id,price
531724,80
531772,50
531847,65
532166,70
532504,94
532723,385
532991,70
533142,130
533144,65
533239,50
533399,300
533951,120
534016,80
534166,80
534539,94
534568,39
534640,65
534650,80
534729,60
534902,240
534963,45
535165,87
535330,100
535436,110
535884,80
535954,250
536347,133
536391,135
536772,120
536831,140
536884,240
536999,99
537084,130
537192,119
537443,80
537559,100
537823,75
537890,130
537924,70
538089,70
538095,325
538138,75
538278,80
538299,210
538379,90
538462,98
538767,70
538915,55
538994,27
539006,65
539010,70
539031,45
539317,100
539455,130
539544,50
539580,145
539651,120
539800,225
539828,40
539876,89
540038,71
540206,68
540214,75
540296,90
540562,99
540894,89
541060,178
541503,70
541509,70
541521,70
541578,60
541720,100
541927,59
541941,24
542029,70
542338,173
542359,177
542374,173
542418,165
542507,366
542640,70
542665,130
542808,89
542895,192
543012,70
543074,70
543213,85
543232,100
543233,100
543241,56
543715,69
543779,65
543878,240
544518,139
545077,35
545305,49
545367,110
545381,50
545422,75
545852,110
546041,50
546088,67
546099,70
546396,400
546759,65
546889,816
547164,80
547346,150
547444,65
547795,65
547865,90
547904,100
548351,70
548536,160
548675,380
548954,385
549201,86
549206,95
549226,28
549295,30
549326,130
549371,99
549814,201
549941,79
550055,35
550097,85
550225,70
550234,159
550389,60
550510,65
551145,36
551175,110
551423,100
551613,70
551881,145
551888,47
551909,95
552628,95
552903,140
552916,42
552951,69
553118,60
553439,100
553502,56
553559,38
553608,100
553823,50
553848,120
553890,100
554287,150
554531,92
554556,85
554569,95
554674,56
554704,130
554837,75
554876,99
555028,100
555083,70
555148,110
555265,165
555408,35
556079,133
556108,160
556141,48
556358,110
556392,95
556432,55
556557,70
556635,26
556646,30
556673,29
556718,45
557051,158
557140,118
557179,75
557246,315
557559,59
557586,75
557591,50
557686,85
557717,45
557913,40
558304,98
558368,79
558569,110
558768,60
558770,120
559168,47
559493,149
559782,120
560494,87
560544,269
560904,40
560984,100
560992,189
561155,48
561420,80
561567,80
562783,480
562955,69
563187,55
563328,130
563587,79
563841,120
564027,65
564073,45
564309,135
564883,70
564915,72
565122,25
565148,30
565303,210
565346,100
565523,85
565747,64
566341,40
566511,30
566524,60
566552,85
566666,110
566767,110
566860,69
566867,155
566888,390
567001,95
567013,50
567631,90
567651,250
567739,50
567901,200
567957,42
568126,135
568131,60
568355,120
568425,130
568546,85
568588,24
568597,80
568612,140
568629,55
568756,80
568784,110
569232,99
569394,165
569654,62
569831,63
569857,49
569925,39
570113,60
570160,75
570188,134
570436,65
570882,59
571017,1280
571045,49
571447,50
571701,69
571868,75
571888,40
571960,49
571966,60
572145,190
572303,49
572696,95
572913,55
573418,200
573453,100
573472,55
574201,50
574232,100
574737,89
574878,70
575075,50
575104,75
575286,140
575376,100
575579,79
575732,54
575790,80
575821,150
575864,95
575881,78
576562,40
576627,60
576644,42
576755,90
576992,230
577028,43
577159,200
577731,60
577781,60
577861,70
577899,70
577919,85
578402,277
578423,50
578630,60
578648,120
578701,85
578742,32
578833,160
579033,150
579262,170
579284,105
579304,80
579343,95
579530,49
579977,120
580414,390
580473,125
580490,76
580592,160
580739,139
580845,256
580846,80
580911,60
580935,110
581258,100
581675,150
581800,65
581878,365
581952,80
581988,55
582103,125
582206,105
582353,110
582612,65
582700,50
582735,200
582824,135
582917,79
582933,70
582979,145
583575,185
584005,30
584183,90
584317,70
584334,118
584357,200
584540,75
584657,95
584903,290
584994,45
585062,79
585250,85
585633,140
585720,88
585789,Entire home/apt
585918,70
586126,65
586227,65
586340,70
586510,120
586642,105
587060,70
588211,95
588248,50
588256,150
588420,80
588455,155
588499,55
588545,150
588598,100
588605,70
589030,50
589114,130
589203,90
589957,125
590114,50
590117,130
590142,170
590216,55
590244,55
590584,38
590712,130
590920,80
590970,50
590990,130
591199,230
591230,40
591349,120
591848,45
591873,55
591988,120
592149,80
592287,50
592392,111
592415,76
592447,50
592508,120
592640,65
592728,44
592869,160
593463,45
593465,115
593571,59
593654,70
593658,344
593709,100
593744,170
593775,90
593832,274
593952,55
594056,70
594251,40
594317,80
594597,48
594652,41
594909,70
595054,90
595222,100
595376,90
595413,100
595439,95
595518,90
595610,190
595641,100
595723,170
595899,195
596088,52
596746,65
596798,110
596829,115
596835,67
596860,250
596914,123
597110,44
597115,80
597267,80
597807,90
598386,70
598398,55
598680,90
598871,89
599019,50
599087,40
599113,65
599179,79
599222,82
599304,145
599419,110
599575,104
599614,45
599732,93
599822,80
600105,489
600174,129
600189,160
601053,99
601209,150
601252,78
601393,90
601423,50
601500,120
601586,75
601594,45
601622,27
602484,65
602683,90
602733,112
603139,61
603267,169
603412,50
603516,95
603547,79
603577,90
603712,140
604054,75
604130,140
604141,50
604193,52
604476,90
604743,55
605168,75
605234,100
605371,76
605410,85
605524,95
605627,225
605755,48
605784,89
606020,399
606408,96
606737,120
606810,80
607523,110
607942,40
608289,139
608387,99
608474,38
608649,60
608712,170
608777,140
609232,52
609302,90
609327,66
609927,120
610131,62
610252,68
610345,180
610431,100
610647,79
610678,95
610686,80
610702,35
610751,90
610796,49
611064,100
611510,95
611530,98
611897,70
612014,70
612263,90
612506,70
612563,100
612841,50
612923,65
612956,80
612985,78
613739,95
613772,130
614873,85
614987,110
615021,140
615029,90
615031,110
615069,340
615157,70
615323,40
615929,39
615931,60
615963,210
616072,40
616129,80
616306,145
616521,200
616698,50
617069,700
617407,71
617586,42
617673,40
617727,139
617835,89
618261,100
618283,75
618455,80
618641,50
619577,60
619611,320
619716,110
620099,90
620173,130
620226,80
620249,86
620308,89
620469,90
620514,65
620575,90
620606,59
620666,135
620792,65
621314,45
621629,169
621644,83
622120,110
622477,38
622751,31
622836,65
623034,589
623743,200
623886,185
623986,100
624420,39
625035,69
625186,133
625194,43
625541,80
625708,99
625751,40
626163,60
626479,200
626951,120
627203,95
627341,47
627449,65
627571,55
627999,75
628065,70
628607,90
628653,120
628840,75
628865,90
628991,109
629017,93
629102,80
629248,60
629307,32
629392,85
629414,103
629761,60
629834,80
629862,90
629879,110
630046,65
630525,130
630538,85
630607,48
630608,110
630875,45
630894,65
631325,75
632275,120
632302,80
632392,70
632613,45
632690,175
632987,56
633051,199
633247,140
633283,50
633641,50
633681,80
633717,90
633747,105
633966,110
634124,110
634638,30
634680,60
634703,160
634850,40
634896,50
634971,70
635238,180
636035,32
636076,45
636102,69
636185,80
636192,99
636309,43
636464,65
636531,28
636621,100
636783,78
637064,80
637285,200
637721,90
637730,45
637754,95
637776,55
637879,39
638092,95
638511,55
639049,90
639059,100
639360,215
639750,90
640074,55
640084,32
640754,120
641655,52
641782,35
642059,52
642234,47
642279,50
642294,135
642858,95
642871,80
642924,150
642950,49
643259,50
643442,55
643715,120
644315,360
644941,190
645379,89
645402,75
645572,140
645592,170
645619,129
645650,109
645656,70
645672,90
645795,40
645994,60
646295,70
646400,65
647359,120
647590,99
647901,60
648068,60
648377,60
648564,59
648659,145
648856,35
649036,60
649551,70
649804,50
650493,60
650689,42
650735,330
650758,75
650980,71
651308,95
651978,45
652187,70
652296,175
652380,36
652430,95
652621,100
652769,85
652864,30
653458,94
653771,65
653920,46
654294,74
654619,120
654800,39
654958,100
655115,130
655180,130
655276,145
656183,47
656364,60
656431,75
656465,35
656500,60
656610,65
656718,69
656777,40
656822,42
656871,120
656918,100
657050,130
657347,52
657502,75
657524,90
657696,125
657739,80
657849,62
657858,120
657929,80
658652,45
659418,90
659866,95
661058,59
661277,75
661861,159
661939,145
661961,38
661986,130
662232,110
662282,100
662948,75
662997,100
663157,38
663351,133
663392,85
664836,65
665192,49
665828,60
665843,57
665917,79
666171,150
666332,120
666408,145
666597,68
666993,60
667165,67
667870,160
667904,100
668533,73
668578,85
668649,80
668799,84
669143,37
669292,55
670289,245
670749,89
671117,65
671978,150
672497,150
672826,80
673370,185
673411,140
673495,77
673532,75
673556,100
673686,48
673746,95
673880,129
674043,150
674148,84
674328,37
675042,120
675171,39
675506,80
676092,55
676591,51
676675,80
676690,750
676861,65
677231,140
677426,40
677522,74
677528,90
677672,99
677720,235
677903,59
678147,130
678191,47
678196,55
678389,59
678427,60
678975,140
679613,400
679956,249
680096,75
680152,120
680662,130
681008,70
681316,85
681540,220
681679,55
681807,52
681812,49
682297,100
682384,139
682531,60
682679,59
682788,150
682943,240
683010,49
683361,80
683415,79
683932,49
684231,120
684689,159
684709,48
684789,95
684894,100
684932,149
686090,58
686459,45
686916,150
686977,100
687009,50
687117,112
687145,165
687828,145
688223,119
688546,150
688562,130
688587,99
689487,79
689573,24
689677,99
689956,70
690006,85
690127,160
690276,122
690533,45
690598,95
690729,140
690981,85
691156,145
691445,160
691481,45
691613,120
691666,99
691823,65
691860,24
691913,130
691931,35
691951,120
692069,89
692279,180
693066,55
693099,60
693367,69
693543,72
693710,140
693726,110
693743,75
693887,129
693984,99
694047,90
694135,250
694580,95
694780,150
694909,110
694964,60
695069,60
695099,32
695162,60
695391,129
696338,90
696579,70
697362,80
697721,230
697825,95
698046,328
698182,110
698453,43
698495,125
698568,150
699063,325
699155,50
700003,100
700340,95
700392,60
700792,80
701530,136
701748,85
701878,60
701900,68
702082,60
702205,79
702247,70
702265,140
702541,70
702749,60
703448,100
703829,48
704672,185
705127,110
705425,54
705433,95
705481,180
705682,110
705796,130
705885,76
706085,130
706572,80
706639,85
706690,70
706765,95
706938,85
707077,190
707400,75
707524,180
707613,70
707862,149
707934,180
708154,50
708432,95
708477,140
708894,150
708918,70
709160,180
709417,150
710631,120
710896,69
711037,75
711090,50
711210,99
711340,67
711607,95
711884,75
711951,180
712463,29
712619,85
712857,70
712861,60
712862,60
713144,75
713218,70
713532,79
713548,70
713901,87
713933,149
713944,70
714526,56
715435,59
715817,80
716058,100
716100,66
716567,90
716697,55
716805,70
717269,248
717607,70
717943,48
718556,340
718609,140
718659,57
718743,300
718803,19
